index,Series,Vol,OI,TrdDate,VolTemp,OITemp
714,TTCL,0,3536,2021-08-09,0,3536
720,TTW,0,4913,2021-08-09,0,4913
726,TU,2338,10097,2021-08-09,2338,10097
732,TVO,0,461,2021-08-09,0,461
738,UNIQ,0,10640,2021-08-09,0,10640
744,VGI,758,24620,2021-08-09,758,24620
750,VNG,15,11293,2021-08-09,15,11293
756,VNT,100,2061,2021-08-09,100,2061
762,WHA,23,37624,2021-08-09,23,37624
768,WHAUP,0,2628,2021-08-09,0,2628
769,Single Stock,48509,2665458,2021-08-09,48509,2665458
6,AAV,57,7884,2021-08-11,114,7884
12,ADVANC,1053,5698,2021-08-11,2106,5698
18,AEONTS,2,798,2021-08-11,4,798
24,AMATA,300,4430,2021-08-11,600,4430
30,AOT,438,3055,2021-08-11,876,3055
36,AP,4,26659,2021-08-11,8,26659
42,AWC,1006,10036,2021-08-11,2012,10036
48,BA,0,1218,2021-08-11,0,1218
54,BAM,203,9814,2021-08-11,406,9814
60,BANPU,4537,44018,2021-08-11,9074,44018
66,BAY,0,1877,2021-08-11,0,1877
72,BBL,5,9520,2021-08-11,10,9520
78,BCH,1416,12115,2021-08-11,2832,12115
84,BCP,2,3992,2021-08-11,4,3992
90,BCPG,315,9918,2021-08-11,630,9918
96,BDMS,325,10719,2021-08-11,650,10719
102,BEAUTY,0,60617,2021-08-11,0,60617
108,BEC,16,48146,2021-08-11,32,48146
114,BEM,40,39801,2021-08-11,80,39801
120,BGRIM,870,14278,2021-08-11,1740,14278
126,BH,60,1112,2021-08-11,120,1112
132,BJC,12,5761,2021-08-11,24,5761
138,BLA,500,1896,2021-08-11,1000,1896
144,BLAND,1257,258329,2021-08-11,2514,258329
150,BPP,1121,8258,2021-08-11,2242,8258
156,BTS,308,42921,2021-08-11,616,42921
162,CBG,203,16125,2021-08-11,406,16125
168,CENTEL,200,3539,2021-08-11,400,3539
174,CHG,2617,40989,2021-08-11,5234,40989
180,CK,110,7944,2021-08-11,220,7944
186,CKP,1709,12451,2021-08-11,3418,12451
192,COM7,315,13185,2021-08-11,630,13185
198,CPALL,180,5229,2021-08-11,360,5229
204,CPF,256,37950,2021-08-11,512,37950
210,CPN,560,4261,2021-08-11,1120,4261
216,CRC,312,2385,2021-08-11,624,2385
222,DELTA,10,465,2021-08-11,20,465
228,DTAC,1138,3281,2021-08-11,2276,3281
234,EA,500,5574,2021-08-11,1000,5574
240,EASTW,0,10901,2021-08-11,0,10901
246,EGCO,1,2464,2021-08-11,2,2464
252,EPG,500,8225,2021-08-11,1000,8225
258,ERW,0,4538,2021-08-11,0,4538
264,ESSO,0,8124,2021-08-11,0,8124
270,GFPT,0,11390,2021-08-11,0,11390
276,GLOBAL,700,6768,2021-08-11,1400,6768
282,GPSC,224,7679,2021-08-11,448,7679
288,GULF,1523,7331,2021-08-11,3046,7331
294,GUNKUL,19572,149189,2021-08-11,39144,149189
300,HANA,19,2679,2021-08-11,38,2679
306,HMPRO,323,9836,2021-08-11,646,9836
312,ICHI,0,13572,2021-08-11,0,13572
318,INTUCH,296,330,2021-08-11,592,330
324,IRPC,4481,90491,2021-08-11,8962,90491
330,ITD,45,33105,2021-08-11,90,33105
336,IVL,679,9149,2021-08-11,1358,9149
342,JAS,2408,62762,2021-08-11,4816,62762
348,JMT,600,2555,2021-08-11,1200,2555
354,KBANK,516,13662,2021-08-11,1032,13662
360,KCE,649,4588,2021-08-11,1298,4588
366,KEX,1,2067,2021-08-11,2,2067
372,KKP,0,1670,2021-08-11,0,1670
378,KTB,20,20525,2021-08-11,40,20525
384,KTC,310,49579,2021-08-11,620,49579
390,LH,516,7142,2021-08-11,1032,7142
396,LPN,19,10066,2021-08-11,38,10066
402,M,222,2856,2021-08-11,444,2856
408,MAJOR,1018,7805,2021-08-11,2036,7805
414,MBK,0,6335,2021-08-11,0,6335
420,MEGA,4,1162,2021-08-11,8,1162
426,MINT,101,6786,2021-08-11,202,6786
432,MTC,969,3112,2021-08-11,1938,3112
438,OR,101,2847,2021-08-11,202,2847
444,ORI,1542,23570,2021-08-11,3084,23570
450,OSP,0,4648,2021-08-11,0,4648
456,PLANB,3500,20117,2021-08-11,7000,20117
462,PRM,555,33125,2021-08-11,1110,33125
468,PSH,47,1274,2021-08-11,94,1274
474,PSL,601,6593,2021-08-11,1202,6593
480,PTG,134,18669,2021-08-11,268,18669
486,PTT,676,17970,2021-08-11,1352,17970
492,PTTEP,16,1467,2021-08-11,32,1467
498,PTTGC,466,13382,2021-08-11,932,13382
504,QH,1500,23730,2021-08-11,3000,23730
510,RATCH,0,3683,2021-08-11,0,3683
516,RS,410,89049,2021-08-11,820,89049
522,S,0,38686,2021-08-11,0,38686
528,SAMART,4,7343,2021-08-11,8,7343
534,SAWAD,436,8264,2021-08-11,872,8264
540,SCB,134,1873,2021-08-11,268,1873
546,SCC,2,2875,2021-08-11,4,2875
552,SCGP,1102,5621,2021-08-11,2204,5621
558,SGP,42,4831,2021-08-11,84,4831
564,SIRI,19,159215,2021-08-11,38,159215
570,SPALI,700,404,2021-08-11,1400,404
576,SPCG,0,9049,2021-08-11,0,9049
582,SPRC,0,6109,2021-08-11,0,6109
588,STA,2629,15529,2021-08-11,5258,15529
594,STEC,705,17082,2021-08-11,1410,17082
600,STGT,738,11881,2021-08-11,1476,11881
606,STPI,0,19694,2021-08-11,0,19694
612,SUPER,11045,226629,2021-08-11,22090,226629
618,TASCO,201,8647,2021-08-11,402,8647
624,TCAP,0,1280,2021-08-11,0,1280
630,THAI,0,18,2021-08-11,0,18
636,THANI,0,4037,2021-08-11,0,4037
642,THCOM,1065,16370,2021-08-11,2130,16370
648,THG,4,509,2021-08-11,8,509
654,TISCO,40,955,2021-08-11,80,955
660,TKN,0,6993,2021-08-11,0,6993
666,TOA,0,1038,2021-08-11,0,1038
672,TOP,62,4355,2021-08-11,124,4355
678,TPIPL,503,29950,2021-08-11,1006,29950
684,TPIPP,0,9162,2021-08-11,0,9162
690,TQM,4,588,2021-08-11,8,588
696,TRUE,566,44465,2021-08-11,1132,44465
702,TTA,7,22876,2021-08-11,14,22876
708,TTB,1342,227948,2021-08-11,2684,227948
714,TTCL,0,3537,2021-08-11,0,3537
720,TTW,0,4913,2021-08-11,0,4913
726,TU,2316,8970,2021-08-11,4632,8970
732,TVO,0,361,2021-08-11,0,361
738,UNIQ,0,11150,2021-08-11,0,11150
744,VGI,0,22857,2021-08-11,0,22857
750,VNG,6,11488,2021-08-11,12,11488
756,VNT,0,1861,2021-08-11,0,1861
762,WHA,3,39875,2021-08-11,6,39875
768,WHAUP,30,2718,2021-08-11,60,2718
769,Single Stock,90926,2656821,2021-08-11,181852,2656821
6,AAV,43,7857,2021-08-13,86,7857
12,ADVANC,145,5120,2021-08-13,290,5120
18,AEONTS,5,799,2021-08-13,10,799
24,AMATA,102,4430,2021-08-13,204,4430
30,AOT,685,3083,2021-08-13,1370,3083
36,AP,1502,26673,2021-08-13,3004,26673
42,AWC,2,11025,2021-08-13,4,11025
48,BA,2,1218,2021-08-13,4,1218
54,BAM,3,9327,2021-08-13,6,9327
60,BANPU,1109,42127,2021-08-13,2218,42127
66,BAY,1,1477,2021-08-13,2,1477
72,BBL,51,9585,2021-08-13,102,9585
78,BCH,2339,11314,2021-08-13,4678,11314
84,BCP,200,4089,2021-08-13,400,4089
90,BCPG,227,10482,2021-08-13,454,10482
96,BDMS,801,10791,2021-08-13,1602,10791
102,BEAUTY,512,60617,2021-08-13,1024,60617
108,BEC,1538,49147,2021-08-13,3076,49147
114,BEM,1063,39870,2021-08-13,2126,39870
120,BGRIM,105,13509,2021-08-13,210,13509
126,BH,69,1047,2021-08-13,138,1047
132,BJC,108,5580,2021-08-13,216,5580
138,BLA,300,2694,2021-08-13,600,2694
144,BLAND,2,258859,2021-08-13,4,258859
150,BPP,205,8381,2021-08-13,410,8381
156,BTS,105,42925,2021-08-13,210,42925
162,CBG,264,16240,2021-08-13,528,16240
168,CENTEL,0,3639,2021-08-13,0,3639
174,CHG,3293,39535,2021-08-13,6586,39535
180,CK,648,8039,2021-08-13,1296,8039
186,CKP,1681,12428,2021-08-13,3362,12428
192,COM7,202,12795,2021-08-13,404,12795
198,CPALL,293,5568,2021-08-13,586,5568
204,CPF,229,38283,2021-08-13,458,38283
210,CPN,734,4150,2021-08-13,1468,4150
216,CRC,12,2697,2021-08-13,24,2697
222,DELTA,11,466,2021-08-13,22,466
228,DTAC,615,3082,2021-08-13,1230,3082
234,EA,0,6073,2021-08-13,0,6073
240,EASTW,0,10901,2021-08-13,0,10901
246,EGCO,111,2445,2021-08-13,222,2445
252,EPG,541,8710,2021-08-13,1082,8710
258,ERW,0,4538,2021-08-13,0,4538
264,ESSO,0,8124,2021-08-13,0,8124
270,GFPT,200,10401,2021-08-13,400,10401
276,GLOBAL,700,7168,2021-08-13,1400,7168
282,GPSC,323,7688,2021-08-13,646,7688
288,GULF,1642,7065,2021-08-13,3284,7065
294,GUNKUL,8211,157974,2021-08-13,16422,157974
300,HANA,210,2687,2021-08-13,420,2687
306,HMPRO,10,9593,2021-08-13,20,9593
312,ICHI,537,13572,2021-08-13,1074,13572
318,INTUCH,436,888,2021-08-13,872,888
324,IRPC,14960,89313,2021-08-13,29920,89313
330,ITD,130,33696,2021-08-13,260,33696
336,IVL,107,10153,2021-08-13,214,10153
342,JAS,657,58392,2021-08-13,1314,58392
348,JMT,202,3755,2021-08-13,404,3755
354,KBANK,976,13902,2021-08-13,1952,13902
360,KCE,1422,4494,2021-08-13,2844,4494
366,KEX,3,1869,2021-08-13,6,1869
372,KKP,0,1652,2021-08-13,0,1652
378,KTB,433,21317,2021-08-13,866,21317
384,KTC,10,49382,2021-08-13,20,49382
390,LH,520,7159,2021-08-13,1040,7159
396,LPN,22,10120,2021-08-13,44,10120
402,M,6,3042,2021-08-13,12,3042
408,MAJOR,100,7725,2021-08-13,200,7725
414,MBK,150,6335,2021-08-13,300,6335
420,MEGA,100,766,2021-08-13,200,766
426,MINT,107,6687,2021-08-13,214,6687
432,MTC,353,3671,2021-08-13,706,3671
438,OR,2,2949,2021-08-13,4,2949
444,ORI,15,24037,2021-08-13,30,24037
450,OSP,205,4548,2021-08-13,410,4548
456,PLANB,0,20617,2021-08-13,0,20617
462,PRM,32,32667,2021-08-13,64,32667
468,PSH,17,1321,2021-08-13,34,1321
474,PSL,2788,6661,2021-08-13,5576,6661
480,PTG,2523,18713,2021-08-13,5046,18713
486,PTT,282,19722,2021-08-13,564,19722
492,PTTEP,11,1540,2021-08-13,22,1540
498,PTTGC,302,13155,2021-08-13,604,13155
504,QH,2,25237,2021-08-13,4,25237
510,RATCH,20,3524,2021-08-13,40,3524
516,RS,21,89463,2021-08-13,42,89463
522,S,0,38686,2021-08-13,0,38686
528,SAMART,5,7341,2021-08-13,10,7341
534,SAWAD,166,8399,2021-08-13,332,8399
540,SCB,161,1959,2021-08-13,322,1959
546,SCC,26,2834,2021-08-13,52,2834
552,SCGP,1810,7523,2021-08-13,3620,7523
558,SGP,30,4873,2021-08-13,60,4873
564,SIRI,2075,158224,2021-08-13,4150,158224
570,SPALI,684,908,2021-08-13,1368,908
576,SPCG,120,9364,2021-08-13,240,9364
582,SPRC,13,6109,2021-08-13,26,6109
588,STA,2402,14762,2021-08-13,4804,14762
594,STEC,801,17580,2021-08-13,1602,17580
600,STGT,246,10866,2021-08-13,492,10866
606,STPI,0,19694,2021-08-13,0,19694
612,SUPER,1003,217639,2021-08-13,2006,217639
618,TASCO,822,8947,2021-08-13,1644,8947
624,TCAP,0,1280,2021-08-13,0,1280
630,THAI,0,18,2021-08-13,0,18
636,THANI,5,6187,2021-08-13,10,6187
642,THCOM,525,16405,2021-08-13,1050,16405
648,THG,1,505,2021-08-13,2,505
654,TISCO,0,935,2021-08-13,0,935
660,TKN,1,6993,2021-08-13,2,6993
666,TOA,0,1038,2021-08-13,0,1038
672,TOP,119,4130,2021-08-13,238,4130
678,TPIPL,0,30951,2021-08-13,0,30951
684,TPIPP,0,9162,2021-08-13,0,9162
690,TQM,60,590,2021-08-13,120,590
696,TRUE,1068,42022,2021-08-13,2136,42022
702,TTA,670,22918,2021-08-13,1340,22918
708,TTB,3,229003,2021-08-13,6,229003
714,TTCL,1,3537,2021-08-13,2,3537
720,TTW,200,4913,2021-08-13,400,4913
726,TU,0,6370,2021-08-13,0,6370
732,TVO,0,561,2021-08-13,0,561
738,UNIQ,0,11150,2021-08-13,0,11150
744,VGI,76,22857,2021-08-13,152,22857
750,VNG,51,11982,2021-08-13,102,11982
756,VNT,0,1861,2021-08-13,0,1861
762,WHA,2098,41176,2021-08-13,4196,41176
768,WHAUP,500,2748,2021-08-13,1000,2748
769,Single Stock,74347,2659359,2021-08-13,148694,2659359
6,AAV,7,9373,2021-08-16,14,9373
12,ADVANC,523,5119,2021-08-16,1046,5119
18,AEONTS,0,799,2021-08-16,0,799
24,AMATA,100,4428,2021-08-16,200,4428
30,AOT,64,2838,2021-08-16,128,2838
36,AP,0,24675,2021-08-16,0,24675
42,AWC,0,11522,2021-08-16,0,11522
48,BA,1,1718,2021-08-16,2,1718
54,BAM,210,9527,2021-08-16,420,9527
60,BANPU,2677,41322,2021-08-16,5354,41322
66,BAY,0,1480,2021-08-16,0,1480
72,BBL,2,9599,2021-08-16,4,9599
78,BCH,518,11225,2021-08-16,1036,11225
84,BCP,0,3987,2021-08-16,0,3987
90,BCPG,232,11234,2021-08-16,464,11234
96,BDMS,100,10091,2021-08-16,200,10091
102,BEAUTY,5,60142,2021-08-16,10,60142
108,BEC,4654,47651,2021-08-16,9308,47651
114,BEM,0,39925,2021-08-16,0,39925
120,BGRIM,11,12999,2021-08-16,22,12999
126,BH,60,889,2021-08-16,120,889
132,BJC,1,5691,2021-08-16,2,5691
138,BLA,200,2394,2021-08-16,400,2394
144,BLAND,15,258862,2021-08-16,30,258862
150,BPP,300,8394,2021-08-16,600,8394
156,BTS,2,46265,2021-08-16,4,46265
162,CBG,378,16278,2021-08-16,756,16278
168,CENTEL,1,3538,2021-08-16,2,3538
174,CHG,3433,40784,2021-08-16,6866,40784
180,CK,220,8104,2021-08-16,440,8104
186,CKP,1568,12616,2021-08-16,3136,12616
192,COM7,3,12296,2021-08-16,6,12296
198,CPALL,54,5950,2021-08-16,108,5950
204,CPF,419,38391,2021-08-16,838,38391
210,CPN,20,5138,2021-08-16,40,5138
216,CRC,0,2709,2021-08-16,0,2709
222,DELTA,23,462,2021-08-16,46,462
228,DTAC,13,3612,2021-08-16,26,3612
234,EA,0,6168,2021-08-16,0,6168
240,EASTW,0,10401,2021-08-16,0,10401
246,EGCO,29,2437,2021-08-16,58,2437
252,EPG,1,8170,2021-08-16,2,8170
258,ERW,0,4556,2021-08-16,0,4556
264,ESSO,0,8624,2021-08-16,0,8624
270,GFPT,302,10563,2021-08-16,604,10563
276,GLOBAL,100,7068,2021-08-16,200,7068
282,GPSC,50,7529,2021-08-16,100,7529
288,GULF,128,9667,2021-08-16,256,9667
294,GUNKUL,12719,162163,2021-08-16,25438,162163
300,HANA,47,3184,2021-08-16,94,3184
306,HMPRO,200,9597,2021-08-16,400,9597
312,ICHI,0,12534,2021-08-16,0,12534
318,INTUCH,241,801,2021-08-16,482,801
324,IRPC,5556,84590,2021-08-16,11112,84590
330,ITD,155,33623,2021-08-16,310,33623
336,IVL,4,10261,2021-08-16,8,10261
342,JAS,63,59642,2021-08-16,126,59642
348,JMT,100,3556,2021-08-16,200,3556
354,KBANK,74,13941,2021-08-16,148,13941
360,KCE,316,4399,2021-08-16,632,4399
366,KEX,205,1663,2021-08-16,410,1663
372,KKP,0,1632,2021-08-16,0,1632
378,KTB,1,21196,2021-08-16,2,21196
384,KTC,0,49301,2021-08-16,0,49301
390,LH,25,7675,2021-08-16,50,7675
396,LPN,61,10119,2021-08-16,122,10119
402,M,0,3008,2021-08-16,0,3008
408,MAJOR,0,7925,2021-08-16,0,7925
414,MBK,0,6285,2021-08-16,0,6285
420,MEGA,100,862,2021-08-16,200,862
426,MINT,201,6387,2021-08-16,402,6387
432,MTC,32,3886,2021-08-16,64,3886
438,OR,130,2751,2021-08-16,260,2751
444,ORI,64,24049,2021-08-16,128,24049
450,OSP,700,4244,2021-08-16,1400,4244
456,PLANB,0,20232,2021-08-16,0,20232
462,PRM,0,31193,2021-08-16,0,31193
468,PSH,13,1357,2021-08-16,26,1357
474,PSL,1382,5730,2021-08-16,2764,5730
480,PTG,800,22826,2021-08-16,1600,22826
486,PTT,302,19782,2021-08-16,604,19782
492,PTTEP,13,1544,2021-08-16,26,1544
498,PTTGC,147,13244,2021-08-16,294,13244
504,QH,0,25239,2021-08-16,0,25239
510,RATCH,40,3524,2021-08-16,80,3524
516,RS,41,89489,2021-08-16,82,89489
522,S,0,38686,2021-08-16,0,38686
528,SAMART,8,7368,2021-08-16,16,7368
534,SAWAD,226,8485,2021-08-16,452,8485
540,SCB,22,1921,2021-08-16,44,1921
546,SCC,235,2849,2021-08-16,470,2849
552,SCGP,313,10732,2021-08-16,626,10732
558,SGP,0,4903,2021-08-16,0,4903
564,SIRI,4039,152255,2021-08-16,8078,152255
570,SPALI,0,899,2021-08-16,0,899
576,SPCG,4,9355,2021-08-16,8,9355
582,SPRC,0,6109,2021-08-16,0,6109
588,STA,701,12405,2021-08-16,1402,12405
594,STEC,0,18184,2021-08-16,0,18184
600,STGT,23,10479,2021-08-16,46,10479
606,STPI,0,19694,2021-08-16,0,19694
612,SUPER,1090,217721,2021-08-16,2180,217721
618,TASCO,108,8320,2021-08-16,216,8320
624,TCAP,0,1280,2021-08-16,0,1280
630,THAI,0,18,2021-08-16,0,18
636,THANI,0,4542,2021-08-16,0,4542
642,THCOM,7,16141,2021-08-16,14,16141
648,THG,0,505,2021-08-16,0,505
654,TISCO,0,935,2021-08-16,0,935
660,TKN,35,6992,2021-08-16,70,6992
666,TOA,0,1038,2021-08-16,0,1038
672,TOP,20,4225,2021-08-16,40,4225
678,TPIPL,1561,31451,2021-08-16,3122,31451
684,TPIPP,0,9162,2021-08-16,0,9162
690,TQM,0,430,2021-08-16,0,430
696,TRUE,42,41584,2021-08-16,84,41584
702,TTA,612,24567,2021-08-16,1224,24567
708,TTB,85,231007,2021-08-16,170,231007
714,TTCL,12,3538,2021-08-16,24,3538
720,TTW,0,5113,2021-08-16,0,5113
726,TU,6,7114,2021-08-16,12,7114
732,TVO,0,761,2021-08-16,0,761
738,UNIQ,0,11150,2021-08-16,0,11150
744,VGI,2,21859,2021-08-16,4,21859
750,VNG,9,11815,2021-08-16,18,11815
756,VNT,0,1861,2021-08-16,0,1861
762,WHA,1002,40166,2021-08-16,2004,40166
768,WHAUP,1,3248,2021-08-16,2,3248
769,Single Stock,50319,2661511,2021-08-16,100638,2661511
6,AAV,500,9377,2021-08-17,1000,9377
12,ADVANC,161,5423,2021-08-17,322,5423
18,AEONTS,7,801,2021-08-17,14,801
24,AMATA,772,5494,2021-08-17,1544,5494
30,AOT,440,3010,2021-08-17,880,3010
36,AP,507,26784,2021-08-17,1014,26784
42,AWC,1027,11509,2021-08-17,2054,11509
48,BA,3,1730,2021-08-17,6,1730
54,BAM,301,9337,2021-08-17,602,9337
60,BANPU,6892,47440,2021-08-17,13784,47440
66,BAY,0,1480,2021-08-17,0,1480
72,BBL,155,9615,2021-08-17,310,9615
78,BCH,6074,12938,2021-08-17,12148,12938
84,BCP,1,4087,2021-08-17,2,4087
90,BCPG,265,11940,2021-08-17,530,11940
96,BDMS,928,10293,2021-08-17,1856,10293
102,BEAUTY,525,59207,2021-08-17,1050,59207
108,BEC,554,45130,2021-08-17,1108,45130
114,BEM,6,39928,2021-08-17,12,39928
120,BGRIM,210,12853,2021-08-17,420,12853
126,BH,41,814,2021-08-17,82,814
132,BJC,202,5690,2021-08-17,404,5690
138,BLA,101,2294,2021-08-17,202,2294
144,BLAND,1062,258824,2021-08-17,2124,258824
150,BPP,512,8494,2021-08-17,1024,8494
156,BTS,421,46464,2021-08-17,842,46464
162,CBG,165,15120,2021-08-17,330,15120
168,CENTEL,103,3339,2021-08-17,206,3339
174,CHG,16856,35938,2021-08-17,33712,35938
180,CK,320,8559,2021-08-17,640,8559
186,CKP,697,12115,2021-08-17,1394,12115
192,COM7,516,13202,2021-08-17,1032,13202
198,CPALL,517,5566,2021-08-17,1034,5566
204,CPF,329,38427,2021-08-17,658,38427
210,CPN,176,4899,2021-08-17,352,4899
216,CRC,111,2807,2021-08-17,222,2807
222,DELTA,14,459,2021-08-17,28,459
228,DTAC,117,3507,2021-08-17,234,3507
234,EA,111,6168,2021-08-17,222,6168
240,EASTW,0,10401,2021-08-17,0,10401
246,EGCO,3,2397,2021-08-17,6,2397
252,EPG,502,7670,2021-08-17,1004,7670
258,ERW,18,4556,2021-08-17,36,4556
264,ESSO,0,8636,2021-08-17,0,8636
270,GFPT,202,10060,2021-08-17,404,10060
276,GLOBAL,300,7067,2021-08-17,600,7067
282,GPSC,291,7773,2021-08-17,582,7773
288,GULF,825,9153,2021-08-17,1650,9153
294,GUNKUL,17820,163506,2021-08-17,35640,163506
300,HANA,407,3209,2021-08-17,814,3209
306,HMPRO,1136,9898,2021-08-17,2272,9898
312,ICHI,17,12566,2021-08-17,34,12566
318,INTUCH,62,577,2021-08-17,124,577
324,IRPC,1307,76755,2021-08-17,2614,76755
330,ITD,530,34395,2021-08-17,1060,34395
336,IVL,1165,9280,2021-08-17,2330,9280
342,JAS,156,56150,2021-08-17,312,56150
348,JMT,200,3656,2021-08-17,400,3656
354,KBANK,1184,14174,2021-08-17,2368,14174
360,KCE,992,4105,2021-08-17,1984,4105
366,KEX,107,1684,2021-08-17,214,1684
372,KKP,21,1632,2021-08-17,42,1632
378,KTB,559,21809,2021-08-17,1118,21809
384,KTC,5,49305,2021-08-17,10,49305
390,LH,4,7695,2021-08-17,8,7695
396,LPN,6,10174,2021-08-17,12,10174
402,M,6,3051,2021-08-17,12,3051
408,MAJOR,200,8025,2021-08-17,400,8025
414,MBK,0,5985,2021-08-17,0,5985
420,MEGA,427,862,2021-08-17,854,862
426,MINT,105,6680,2021-08-17,210,6680
432,MTC,187,4096,2021-08-17,374,4096
438,OR,114,2985,2021-08-17,228,2985
444,ORI,1000,23989,2021-08-17,2000,23989
450,OSP,706,4240,2021-08-17,1412,4240
456,PLANB,535,21265,2021-08-17,1070,21265
462,PRM,1002,29201,2021-08-17,2004,29201
468,PSH,5,1369,2021-08-17,10,1369
474,PSL,1878,6978,2021-08-17,3756,6978
480,PTG,2058,31200,2021-08-17,4116,31200
486,PTT,2276,19943,2021-08-17,4552,19943
492,PTTEP,15,1451,2021-08-17,30,1451
498,PTTGC,210,13605,2021-08-17,420,13605
504,QH,2001,25239,2021-08-17,4002,25239
510,RATCH,66,3570,2021-08-17,132,3570
516,RS,231,89492,2021-08-17,462,89492
522,S,0,38686,2021-08-17,0,38686
528,SAMART,0,7365,2021-08-17,0,7365
534,SAWAD,248,8461,2021-08-17,496,8461
540,SCB,5,2019,2021-08-17,10,2019
546,SCC,123,2412,2021-08-17,246,2412
552,SCGP,622,10622,2021-08-17,1244,10622
558,SGP,0,4903,2021-08-17,0,4903
564,SIRI,1008,156279,2021-08-17,2016,156279
570,SPALI,200,899,2021-08-17,400,899
576,SPCG,102,9257,2021-08-17,204,9257
582,SPRC,2,6109,2021-08-17,4,6109
588,STA,229,12907,2021-08-17,458,12907
594,STEC,1310,18387,2021-08-17,2620,18387
600,STGT,501,10463,2021-08-17,1002,10463
606,STPI,0,19696,2021-08-17,0,19696
612,SUPER,1002,217791,2021-08-17,2004,217791
618,TASCO,304,7947,2021-08-17,608,7947
624,TCAP,0,1280,2021-08-17,0,1280
630,THAI,0,18,2021-08-17,0,18
636,THANI,501,4042,2021-08-17,1002,4042
642,THCOM,524,15141,2021-08-17,1048,15141
648,THG,4,503,2021-08-17,8,503
654,TISCO,100,977,2021-08-17,200,977
660,TKN,508,6952,2021-08-17,1016,6952
666,TOA,100,688,2021-08-17,200,688
672,TOP,50,4342,2021-08-17,100,4342
678,TPIPL,500,31269,2021-08-17,1000,31269
684,TPIPP,0,9162,2021-08-17,0,9162
690,TQM,2,410,2021-08-17,4,410
696,TRUE,80,41562,2021-08-17,160,41562
702,TTA,10,24140,2021-08-17,20,24140
708,TTB,166,231501,2021-08-17,332,231501
714,TTCL,0,3549,2021-08-17,0,3549
720,TTW,0,5113,2021-08-17,0,5113
726,TU,14,7000,2021-08-17,28,7000
732,TVO,314,810,2021-08-17,628,810
738,UNIQ,0,11650,2021-08-17,0,11650
744,VGI,3,22359,2021-08-17,6,22359
750,VNG,0,12324,2021-08-17,0,12324
756,VNT,0,1961,2021-08-17,0,1961
762,WHA,1,42182,2021-08-17,2,42182
768,WHAUP,2,3251,2021-08-17,4,3251
769,Single Stock,91075,2668960,2021-08-17,182150,2668960
6,AAV,1077,7610,2021-08-19,1077,7610
12,ADVANC,376,5295,2021-08-19,376,5295
18,AEONTS,63,744,2021-08-19,63,744
24,AMATA,1036,5551,2021-08-19,1036,5551
30,AOT,814,2953,2021-08-19,814,2953
36,AP,3,25810,2021-08-19,3,25810
42,AWC,1322,12301,2021-08-19,1322,12301
48,BA,0,1734,2021-08-19,0,1734
54,BAM,902,10325,2021-08-19,902,10325
60,BANPU,3191,51826,2021-08-19,3191,51826
66,BAY,10,1490,2021-08-19,10,1490
72,BBL,62,10093,2021-08-19,62,10093
78,BCH,6580,10883,2021-08-19,6580,10883
84,BCP,500,3588,2021-08-19,500,3588
90,BCPG,1520,15078,2021-08-19,1520,15078
96,BDMS,1754,13421,2021-08-19,1754,13421
102,BEAUTY,8,60241,2021-08-19,8,60241
108,BEC,1016,46617,2021-08-19,1016,46617
114,BEM,4083,41851,2021-08-19,4083,41851
120,BGRIM,603,12604,2021-08-19,603,12604
126,BH,2,855,2021-08-19,2,855
132,BJC,101,5383,2021-08-19,101,5383
138,BLA,300,1795,2021-08-19,300,1795
144,BLAND,28,260714,2021-08-19,28,260714
150,BPP,428,8661,2021-08-19,428,8661
156,BTS,4582,48185,2021-08-19,4582,48185
162,CBG,1329,14368,2021-08-19,1329,14368
168,CENTEL,105,3360,2021-08-19,105,3360
174,CHG,3080,21314,2021-08-19,3080,21314
180,CK,443,8566,2021-08-19,443,8566
186,CKP,5131,13308,2021-08-19,5131,13308
192,COM7,554,12636,2021-08-19,554,12636
198,CPALL,457,6003,2021-08-19,457,6003
204,CPF,768,38015,2021-08-19,768,38015
210,CPN,169,4744,2021-08-19,169,4744
216,CRC,105,2130,2021-08-19,105,2130
222,DELTA,28,460,2021-08-19,28,460
228,DTAC,1029,3800,2021-08-19,1029,3800
234,EA,210,6216,2021-08-19,210,6216
240,EASTW,0,9501,2021-08-19,0,9501
246,EGCO,164,2608,2021-08-19,164,2608
252,EPG,2507,2689,2021-08-19,2507,2689
258,ERW,0,4038,2021-08-19,0,4038
264,ESSO,541,9176,2021-08-19,541,9176
270,GFPT,662,10218,2021-08-19,662,10218
276,GLOBAL,828,8170,2021-08-19,828,8170
282,GPSC,1858,8861,2021-08-19,1858,8861
288,GULF,1545,6884,2021-08-19,1545,6884
294,GUNKUL,11375,143565,2021-08-19,11375,143565
300,HANA,1365,2550,2021-08-19,1365,2550
306,HMPRO,510,9299,2021-08-19,510,9299
312,ICHI,6,12570,2021-08-19,6,12570
318,INTUCH,628,1567,2021-08-19,628,1567
324,IRPC,3244,78625,2021-08-19,3244,78625
330,ITD,2100,33659,2021-08-19,2100,33659
336,IVL,2120,8932,2021-08-19,2120,8932
342,JAS,48,57116,2021-08-19,48,57116
348,JMT,300,4056,2021-08-19,300,4056
354,KBANK,285,14121,2021-08-19,285,14121
360,KCE,1007,5099,2021-08-19,1007,5099
366,KEX,102,1387,2021-08-19,102,1387
