index,Series,Vol,OI,TrdDate,Avg5,Avg10
72,BCP,110,3426,2021-05-19,,
78,BCPG,13,3403,2021-05-19,,
84,BDMS,1054,12112,2021-05-19,,
90,BEAUTY,2501,41365,2021-05-19,,
96,BEC,6732,18501,2021-05-19,,
102,BEM,1304,60349,2021-05-19,,
108,BGRIM,318,12308,2021-05-19,,
114,BH,116,1137,2021-05-19,,
120,BJC,201,4372,2021-05-19,,
126,BLA,401,739,2021-05-19,,
132,BLAND,14689,269129,2021-05-19,,
138,BPP,10,5605,2021-05-19,,
144,BTS,608,65387,2021-05-19,,
150,CBG,685,15405,2021-05-19,,
156,CENTEL,216,2748,2021-05-19,,
162,CHG,5157,41255,2021-05-19,,
168,CK,2501,7331,2021-05-19,,
174,CKP,1846,14540,2021-05-19,,
180,COM7,202,3677,2021-05-19,,
186,CPALL,1373,10981,2021-05-19,,
192,CPF,1176,43034,2021-05-19,,
198,CPN,568,2412,2021-05-19,,
204,DELTA,64,682,2021-05-19,,
210,DTAC,434,6623,2021-05-19,,
216,EA,117,5491,2021-05-19,,
222,EASTW,0,7726,2021-05-19,,
228,EGCO,63,2203,2021-05-19,,
234,EPG,1000,2529,2021-05-19,,
240,ERW,3,7940,2021-05-19,,
246,ESSO,520,7373,2021-05-19,,
252,GFPT,5,5244,2021-05-19,,
258,GLOBAL,1904,6493,2021-05-19,,
264,GPSC,270,6488,2021-05-19,,
270,GULF,314,9475,2021-05-19,,
276,GUNKUL,105,39724,2021-05-19,,
282,HANA,635,4228,2021-05-19,,
288,HMPRO,506,4622,2021-05-19,,
294,ICHI,1014,9720,2021-05-19,,
300,INTUCH,23,769,2021-05-19,,
306,IRPC,4633,145959,2021-05-19,,
312,ITD,66862,53354,2021-05-19,,
318,IVL,1023,11033,2021-05-19,,
324,JAS,504,37685,2021-05-19,,
330,JMT,406,4636,2021-05-19,,
336,KBANK,555,6905,2021-05-19,,
342,KCE,1281,2922,2021-05-19,,
348,KKP,23,1224,2021-05-19,,
354,KTB,187,27607,2021-05-19,,
360,KTC,210,47906,2021-05-19,,
366,LH,0,9077,2021-05-19,,
372,LPN,7,11873,2021-05-19,,
378,M,60,3900,2021-05-19,,
384,MAJOR,362,6822,2021-05-19,,
390,MBK,105,5737,2021-05-19,,
396,MEGA,120,1749,2021-05-19,,
402,MINT,1227,10555,2021-05-19,,
408,MTC,453,3662,2021-05-19,,
414,ORI,67,17120,2021-05-19,,
420,OSP,853,10459,2021-05-19,,
426,PLANB,1200,19762,2021-05-19,,
432,PRM,1004,33928,2021-05-19,,
438,PSH,0,1226,2021-05-19,,
444,PSL,231,25591,2021-05-19,,
450,PTG,1442,22165,2021-05-19,,
456,PTT,565,12047,2021-05-19,,
462,PTTEP,1769,2273,2021-05-19,,
468,PTTGC,115,3447,2021-05-19,,
474,QH,23,27200,2021-05-19,,
480,RATCH,4,3335,2021-05-19,,
486,RS,916,90209,2021-05-19,,
492,S,4517,38965,2021-05-19,,
498,SAMART,15,11386,2021-05-19,,
504,SAWAD,957,5548,2021-05-19,,
510,SCB,78,2162,2021-05-19,,
516,SCC,64,2756,2021-05-19,,
522,SGP,0,593,2021-05-19,,
528,SIRI,102524,134431,2021-05-19,,
534,SPALI,350,1394,2021-05-19,,
540,SPCG,2,2815,2021-05-19,,
546,SPRC,502,3142,2021-05-19,,
552,STA,4703,13858,2021-05-19,,
558,STEC,4931,9675,2021-05-19,,
564,STPI,4,9030,2021-05-19,,
570,SUPER,16031,259882,2021-05-19,,
576,TASCO,1872,7490,2021-05-19,,
582,TCAP,62,1783,2021-05-19,,
588,THAI,0,117,2021-05-19,,
594,THANI,1502,11425,2021-05-19,,
600,THCOM,1601,13074,2021-05-19,,
606,THG,0,0,2021-05-19,,
612,TISCO,20,1401,2021-05-19,,
618,TKN,1061,8104,2021-05-19,,
624,TOA,803,2930,2021-05-19,,
630,TOP,241,1589,2021-05-19,,
636,TPIPL,1618,44580,2021-05-19,,
642,TPIPP,521,6720,2021-05-19,,
648,TQM,4,1255,2021-05-19,,
654,TRUE,626,41786,2021-05-19,,
660,TTA,1906,29782,2021-05-19,,
666,TTB,545,125584,2021-05-19,,
672,TTCL,0,3138,2021-05-19,,
678,TTW,0,5809,2021-05-19,,
684,TU,3078,10269,2021-05-19,,
690,TVO,514,1362,2021-05-19,,
696,UNIQ,2562,12257,2021-05-19,,
702,VGI,508,22591,2021-05-19,,
708,VNG,2,2731,2021-05-19,,
714,VNT,1146,813,2021-05-19,,
720,WHA,11861,50397,2021-05-19,,
726,WHAUP,1011,6031,2021-05-19,,
727,Single Stock,318679,2439483,2021-05-19,,
6,AAV,79,7680,2021-05-20,,
12,ADVANC,1691,7817,2021-05-20,,
18,AEONTS,115,730,2021-05-20,,
24,AMATA,413,13016,2021-05-20,,
30,AOT,156,5995,2021-05-20,,
36,AP,10,4224,2021-05-20,,
42,BA,0,635,2021-05-20,,
48,BANPU,2890,45379,2021-05-20,,
54,BAY,10,1795,2021-05-20,,
60,BBL,108,8009,2021-05-20,,
66,BCH,1217,9327,2021-05-20,,
72,BCP,9,3428,2021-05-20,,
78,BCPG,0,3403,2021-05-20,,
84,BDMS,571,12137,2021-05-20,,
90,BEAUTY,17,41365,2021-05-20,,
96,BEC,15121,17451,2021-05-20,,
102,BEM,6389,58188,2021-05-20,,
108,BGRIM,190,12330,2021-05-20,,
114,BH,166,1178,2021-05-20,,
120,BJC,101,4473,2021-05-20,,
126,BLA,906,1040,2021-05-20,,
132,BLAND,3019,269073,2021-05-20,,
138,BPP,507,5499,2021-05-20,,
144,BTS,4185,66639,2021-05-20,,
150,CBG,728,15381,2021-05-20,,
156,CENTEL,1,2748,2021-05-20,,
162,CHG,22651,34436,2021-05-20,,
168,CK,2243,7326,2021-05-20,,
174,CKP,1571,14911,2021-05-20,,
180,COM7,205,3677,2021-05-20,,
186,CPALL,351,11017,2021-05-20,,
192,CPF,1564,44166,2021-05-20,,
198,CPN,1086,2693,2021-05-20,,
204,DELTA,50,675,2021-05-20,,
210,DTAC,109,6723,2021-05-20,,
216,EA,10,5491,2021-05-20,,
222,EASTW,0,7726,2021-05-20,,
228,EGCO,3,2204,2021-05-20,,
234,EPG,3021,3538,2021-05-20,,
240,ERW,2044,8971,2021-05-20,,
246,ESSO,32,7394,2021-05-20,,
252,GFPT,104,5348,2021-05-20,,
258,GLOBAL,510,6893,2021-05-20,,
264,GPSC,1192,7519,2021-05-20,,
270,GULF,503,9378,2021-05-20,,
276,GUNKUL,2154,39626,2021-05-20,,
282,HANA,211,4425,2021-05-20,,
288,HMPRO,569,5187,2021-05-20,,
294,ICHI,3533,12221,2021-05-20,,
300,INTUCH,2,770,2021-05-20,,
306,IRPC,9675,144064,2021-05-20,,
312,ITD,40222,28932,2021-05-20,,
318,IVL,833,10741,2021-05-20,,
324,JAS,4117,33687,2021-05-20,,
330,JMT,412,4635,2021-05-20,,
336,KBANK,3491,7024,2021-05-20,,
342,KCE,784,2779,2021-05-20,,
348,KKP,0,1224,2021-05-20,,
354,KTB,145,27735,2021-05-20,,
360,KTC,414,48014,2021-05-20,,
366,LH,6027,9070,2021-05-20,,
372,LPN,18,11884,2021-05-20,,
378,M,194,3828,2021-05-20,,
384,MAJOR,106,6725,2021-05-20,,
390,MBK,1,5738,2021-05-20,,
396,MEGA,4,1752,2021-05-20,,
402,MINT,1376,10607,2021-05-20,,
408,MTC,516,3723,2021-05-20,,
414,ORI,10,17115,2021-05-20,,
420,OSP,1055,10313,2021-05-20,,
426,PLANB,16,19752,2021-05-20,,
432,PRM,15,33943,2021-05-20,,
438,PSH,10,1226,2021-05-20,,
444,PSL,177,25619,2021-05-20,,
450,PTG,1157,22452,2021-05-20,,
456,PTT,3388,15395,2021-05-20,,
462,PTTEP,2482,767,2021-05-20,,
468,PTTGC,1796,3238,2021-05-20,,
474,QH,1501,27201,2021-05-20,,
480,RATCH,0,3335,2021-05-20,,
486,RS,932,89804,2021-05-20,,
492,S,5,38960,2021-05-20,,
498,SAMART,2082,13413,2021-05-20,,
504,SAWAD,1301,5934,2021-05-20,,
510,SCB,171,2178,2021-05-20,,
516,SCC,107,2785,2021-05-20,,
522,SGP,1,594,2021-05-20,,
528,SIRI,30623,141535,2021-05-20,,
534,SPALI,603,1594,2021-05-20,,
540,SPCG,200,2715,2021-05-20,,
546,SPRC,1508,2643,2021-05-20,,
552,STA,2322,15363,2021-05-20,,
558,STEC,9100,8476,2021-05-20,,
564,STPI,2508,8537,2021-05-20,,
570,SUPER,3043,258923,2021-05-20,,
576,TASCO,3889,7783,2021-05-20,,
582,TCAP,22,1761,2021-05-20,,
588,THAI,0,117,2021-05-20,,
594,THANI,501,11926,2021-05-20,,
600,THCOM,9371,14080,2021-05-20,,
606,THG,0,0,2021-05-20,,
612,TISCO,3,1402,2021-05-20,,
618,TKN,99,8154,2021-05-20,,
624,TOA,924,2846,2021-05-20,,
630,TOP,845,1696,2021-05-20,,
636,TPIPL,4071,44621,2021-05-20,,
642,TPIPP,501,7221,2021-05-20,,
648,TQM,42,1257,2021-05-20,,
654,TRUE,223,41946,2021-05-20,,
660,TTA,221,29832,2021-05-20,,
666,TTB,10196,135565,2021-05-20,,
672,TTCL,500,3638,2021-05-20,,
678,TTW,1,5810,2021-05-20,,
684,TU,2555,8659,2021-05-20,,
690,TVO,538,1275,2021-05-20,,
696,UNIQ,1074,12300,2021-05-20,,
702,VGI,1516,24091,2021-05-20,,
708,VNG,3,2734,2021-05-20,,
714,VNT,0,813,2021-05-20,,
720,WHA,8930,52613,2021-05-20,,
726,WHAUP,513,6522,2021-05-20,,
727,Single Stock,263303,2435889,2021-05-20,,
6,AAV,33,7678,2021-05-21,,
12,ADVANC,259,7625,2021-05-21,,
18,AEONTS,101,681,2021-05-21,,
24,AMATA,326,13117,2021-05-21,,
30,AOT,252,6031,2021-05-21,,
36,AP,4,4224,2021-05-21,,
42,BA,0,635,2021-05-21,,
48,BANPU,2281,47365,2021-05-21,,
54,BAY,4,1791,2021-05-21,,
60,BBL,39,8035,2021-05-21,,
66,BCH,1833,8175,2021-05-21,,
72,BCP,14,3439,2021-05-21,,
78,BCPG,100,3303,2021-05-21,,
84,BDMS,124,12260,2021-05-21,,
90,BEAUTY,16,41363,2021-05-21,,
96,BEC,10626,14877,2021-05-21,,
102,BEM,6217,64060,2021-05-21,,
108,BGRIM,869,12905,2021-05-21,,
114,BH,2,1177,2021-05-21,,
120,BJC,102,4372,2021-05-21,,
126,BLA,602,440,2021-05-21,,
132,BLAND,3634,267647,2021-05-21,,
138,BPP,103,5596,2021-05-21,,
144,BTS,2999,66421,2021-05-21,,
150,CBG,838,15900,2021-05-21,,
156,CENTEL,908,2844,2021-05-21,,
162,CHG,2756,33985,2021-05-21,,
168,CK,878,7527,2021-05-21,,
174,CKP,1600,15942,2021-05-21,,
180,COM7,218,3871,2021-05-21,,
186,CPALL,434,11007,2021-05-21,,
192,CPF,713,44137,2021-05-21,,
198,CPN,165,2766,2021-05-21,,
204,DELTA,54,655,2021-05-21,,
210,DTAC,428,6532,2021-05-21,,
216,EA,109,5597,2021-05-21,,
222,EASTW,300,7626,2021-05-21,,
228,EGCO,95,2255,2021-05-21,,
234,EPG,2539,5074,2021-05-21,,
240,ERW,1027,9986,2021-05-21,,
246,ESSO,1013,8394,2021-05-21,,
252,GFPT,402,5448,2021-05-21,,
258,GLOBAL,1103,6491,2021-05-21,,
264,GPSC,182,7477,2021-05-21,,
270,GULF,102,9277,2021-05-21,,
276,GUNKUL,8074,45604,2021-05-21,,
282,HANA,528,4334,2021-05-21,,
288,HMPRO,811,4998,2021-05-21,,
294,ICHI,504,12718,2021-05-21,,
300,INTUCH,1,771,2021-05-21,,
306,IRPC,23626,138221,2021-05-21,,
312,ITD,12152,35806,2021-05-21,,
318,IVL,829,10623,2021-05-21,,
324,JAS,37,33691,2021-05-21,,
330,JMT,106,4537,2021-05-21,,
336,KBANK,339,7133,2021-05-21,,
342,KCE,617,3306,2021-05-21,,
348,KKP,61,1204,2021-05-21,,
354,KTB,259,27962,2021-05-21,,
360,KTC,2199,49830,2021-05-21,,
366,LH,4519,9079,2021-05-21,,
372,LPN,2,11884,2021-05-21,,
378,M,184,3706,2021-05-21,,
384,MAJOR,701,6424,2021-05-21,,
390,MBK,17,5752,2021-05-21,,
396,MEGA,100,1652,2021-05-21,,
402,MINT,2817,10209,2021-05-21,,
408,MTC,776,4013,2021-05-21,,
414,ORI,64,17117,2021-05-21,,
420,OSP,731,10133,2021-05-21,,
426,PLANB,0,19752,2021-05-21,,
432,PRM,503,33443,2021-05-21,,
438,PSH,225,1446,2021-05-21,,
444,PSL,1770,25657,2021-05-21,,
450,PTG,4431,22225,2021-05-21,,
456,PTT,1103,16248,2021-05-21,,
462,PTTEP,348,691,2021-05-21,,
468,PTTGC,233,3168,2021-05-21,,
474,QH,2106,27305,2021-05-21,,
480,RATCH,1,3334,2021-05-21,,
486,RS,5158,88779,2021-05-21,,
492,S,0,38960,2021-05-21,,
498,SAMART,523,12929,2021-05-21,,
504,SAWAD,446,5972,2021-05-21,,
510,SCB,5,2178,2021-05-21,,
516,SCC,561,2534,2021-05-21,,
522,SGP,17,581,2021-05-21,,
528,SIRI,120821,174965,2021-05-21,,
534,SPALI,106,1488,2021-05-21,,
540,SPCG,0,2715,2021-05-21,,
546,SPRC,1504,2139,2021-05-21,,
552,STA,1823,15968,2021-05-21,,
558,STEC,1588,8415,2021-05-21,,
564,STPI,2502,9039,2021-05-21,,
570,SUPER,24,258914,2021-05-21,,
576,TASCO,200,7983,2021-05-21,,
582,TCAP,24,1755,2021-05-21,,
588,THAI,0,117,2021-05-21,,
594,THANI,501,11427,2021-05-21,,
600,THCOM,2563,13617,2021-05-21,,
606,THG,0,0,2021-05-21,,
612,TISCO,70,1372,2021-05-21,,
618,TKN,48,8165,2021-05-21,,
624,TOA,305,3145,2021-05-21,,
630,TOP,268,1598,2021-05-21,,
636,TPIPL,3553,48161,2021-05-21,,
642,TPIPP,2504,7717,2021-05-21,,
648,TQM,100,1237,2021-05-21,,
654,TRUE,601,42477,2021-05-21,,
660,TTA,3472,30428,2021-05-21,,
666,TTB,5575,138090,2021-05-21,,
672,TTCL,0,3638,2021-05-21,,
678,TTW,0,5810,2021-05-21,,
684,TU,2534,7767,2021-05-21,,
690,TVO,39,1263,2021-05-21,,
696,UNIQ,22,12299,2021-05-21,,
702,VGI,502,24590,2021-05-21,,
708,VNG,12,2742,2021-05-21,,
714,VNT,105,708,2021-05-21,,
720,WHA,3636,53147,2021-05-21,,
726,WHAUP,0,6522,2021-05-21,,
727,Single Stock,278890,2491335,2021-05-21,,
6,AAV,4,7681,2021-05-24,,
12,ADVANC,193,7510,2021-05-24,,
18,AEONTS,8,681,2021-05-24,,
24,AMATA,100,13017,2021-05-24,,
30,AOT,122,6117,2021-05-24,,
36,AP,528,4698,2021-05-24,,
42,BA,9,634,2021-05-24,,
48,BANPU,1184,46344,2021-05-24,,
54,BAY,0,1791,2021-05-24,,
60,BBL,8,8037,2021-05-24,,
66,BCH,1765,9329,2021-05-24,,
72,BCP,113,3530,2021-05-24,,
78,BCPG,7,3305,2021-05-24,,
84,BDMS,121,12378,2021-05-24,,
90,BEAUTY,5908,44825,2021-05-24,,
96,BEC,14643,14032,2021-05-24,,
102,BEM,4528,65582,2021-05-24,,
108,BGRIM,400,13236,2021-05-24,,
114,BH,168,1136,2021-05-24,,
120,BJC,203,4375,2021-05-24,,
126,BLA,100,340,2021-05-24,,
132,BLAND,3862,269368,2021-05-24,,
138,BPP,3605,7994,2021-05-24,,
144,BTS,356,66774,2021-05-24,,
150,CBG,370,16044,2021-05-24,,
156,CENTEL,227,2855,2021-05-24,,
162,CHG,3712,34959,2021-05-24,,
168,CK,498,7911,2021-05-24,,
174,CKP,111,16048,2021-05-24,,
180,COM7,208,4071,2021-05-24,,
186,CPALL,145,11016,2021-05-24,,
192,CPF,1760,43919,2021-05-24,,
198,CPN,86,2811,2021-05-24,,
204,DELTA,48,653,2021-05-24,,
210,DTAC,232,6696,2021-05-24,,
216,EA,309,5691,2021-05-24,,
222,EASTW,100,7526,2021-05-24,,
228,EGCO,7,2258,2021-05-24,,
234,EPG,504,5574,2021-05-24,,
240,ERW,1008,8985,2021-05-24,,
246,ESSO,1,8395,2021-05-24,,
252,GFPT,206,5554,2021-05-24,,
258,GLOBAL,103,6594,2021-05-24,,
264,GPSC,208,7671,2021-05-24,,
270,GULF,405,8881,2021-05-24,,
276,GUNKUL,4516,43233,2021-05-24,,
282,HANA,1606,3442,2021-05-24,,
288,HMPRO,200,5198,2021-05-24,,
294,ICHI,18,12714,2021-05-24,,
300,INTUCH,21,792,2021-05-24,,
306,IRPC,12174,137594,2021-05-24,,
312,ITD,19853,31573,2021-05-24,,
318,IVL,1026,10831,2021-05-24,,
324,JAS,9096,27281,2021-05-24,,
330,JMT,223,4545,2021-05-24,,
336,KBANK,476,7206,2021-05-24,,
342,KCE,2369,3224,2021-05-24,,
348,KKP,22,1182,2021-05-24,,
354,KTB,129,27868,2021-05-24,,
360,KTC,666,49764,2021-05-24,,
366,LH,509,9578,2021-05-24,,
372,LPN,5,11886,2021-05-24,,
378,M,284,3749,2021-05-24,,
384,MAJOR,101,6525,2021-05-24,,
390,MBK,0,5752,2021-05-24,,
396,MEGA,208,1846,2021-05-24,,
402,MINT,2047,9999,2021-05-24,,
408,MTC,626,3862,2021-05-24,,
414,ORI,46,17071,2021-05-24,,
420,OSP,1816,9022,2021-05-24,,
426,PLANB,0,19752,2021-05-24,,
432,PRM,1003,32446,2021-05-24,,
438,PSH,300,1746,2021-05-24,,
444,PSL,706,25174,2021-05-24,,
450,PTG,929,22031,2021-05-24,,
456,PTT,167,16362,2021-05-24,,
462,PTTEP,249,711,2021-05-24,,
468,PTTGC,347,3181,2021-05-24,,
474,QH,603,27908,2021-05-24,,
480,RATCH,0,3334,2021-05-24,,
486,RS,862,89634,2021-05-24,,
492,S,500,39460,2021-05-24,,
498,SAMART,1010,13939,2021-05-24,,
504,SAWAD,193,5995,2021-05-24,,
510,SCB,46,2158,2021-05-24,,
516,SCC,133,2538,2021-05-24,,
522,SGP,0,581,2021-05-24,,
528,SIRI,24912,181054,2021-05-24,,
534,SPALI,200,1488,2021-05-24,,
540,SPCG,1100,3815,2021-05-24,,
546,SPRC,500,1639,2021-05-24,,
552,STA,1432,16579,2021-05-24,,
558,STEC,1748,8785,2021-05-24,,
564,STPI,2001,7038,2021-05-24,,
570,SUPER,41,258954,2021-05-24,,
576,TASCO,28,8008,2021-05-24,,
582,TCAP,60,1775,2021-05-24,,
588,THAI,0,117,2021-05-24,,
594,THANI,1001,12428,2021-05-24,,
600,THCOM,49,13617,2021-05-24,,
606,THG,0,0,2021-05-24,,
612,TISCO,20,1352,2021-05-24,,
618,TKN,46,8190,2021-05-24,,
624,TOA,230,3167,2021-05-24,,
630,TOP,146,1596,2021-05-24,,
636,TPIPL,4047,48208,2021-05-24,,
642,TPIPP,4,7715,2021-05-24,,
648,TQM,0,1237,2021-05-24,,
654,TRUE,78,42515,2021-05-24,,
660,TTA,2339,28411,2021-05-24,,
666,TTB,6850,140854,2021-05-24,,
672,TTCL,0,3638,2021-05-24,,
678,TTW,0,5810,2021-05-24,,
684,TU,1849,7175,2021-05-24,,
690,TVO,8,1261,2021-05-24,,
696,UNIQ,2057,14297,2021-05-24,,
702,VGI,1000,24590,2021-05-24,,
708,VNG,4,2745,2021-05-24,,
714,VNT,329,1037,2021-05-24,,
720,WHA,5071,54181,2021-05-24,,
726,WHAUP,501,7023,2021-05-24,,
727,Single Stock,170919,2499812,2021-05-24,,
6,AAV,1960,8622,2021-05-25,,
12,ADVANC,353,7765,2021-05-25,,
18,AEONTS,115,739,2021-05-25,,
24,AMATA,2057,13816,2021-05-25,,
30,AOT,562,6247,2021-05-25,,
36,AP,5,4693,2021-05-25,,
42,BA,5,637,2021-05-25,,
48,BANPU,5859,44177,2021-05-25,,
54,BAY,8,1795,2021-05-25,,
60,BBL,289,8244,2021-05-25,,
66,BCH,3252,7628,2021-05-25,,
72,BCP,2,3530,2021-05-25,,
78,BCPG,7,3305,2021-05-25,,
84,BDMS,904,12282,2021-05-25,,
90,BEAUTY,651,45425,2021-05-25,,
96,BEC,12740,12682,2021-05-25,,
102,BEM,565,66120,2021-05-25,,
108,BGRIM,623,13292,2021-05-25,,
114,BH,43,1113,2021-05-25,,
120,BJC,122,4497,2021-05-25,,
126,BLA,0,340,2021-05-25,,
132,BLAND,3011,270008,2021-05-25,,
138,BPP,2056,6636,2021-05-25,,
144,BTS,103,66873,2021-05-25,,
150,CBG,851,16056,2021-05-25,,
156,CENTEL,416,2666,2021-05-25,,
162,CHG,15062,19949,2021-05-25,,
168,CK,5796,12483,2021-05-25,,
174,CKP,2750,14486,2021-05-25,,
180,COM7,323,3769,2021-05-25,,
186,CPALL,1161,10211,2021-05-25,,
192,CPF,1026,43520,2021-05-25,,
198,CPN,186,2852,2021-05-25,,
204,DELTA,461,811,2021-05-25,,
210,DTAC,295,6979,2021-05-25,,
216,EA,541,5798,2021-05-25,,
222,EASTW,300,7826,2021-05-25,,
228,EGCO,4,2260,2021-05-25,,
234,EPG,2517,7073,2021-05-25,,
240,ERW,0,8985,2021-05-25,,
246,ESSO,10,8405,2021-05-25,,
252,GFPT,203,5556,2021-05-25,,
258,GLOBAL,702,6395,2021-05-25,,
264,GPSC,1464,8197,2021-05-25,,
270,GULF,103,8781,2021-05-25,,
276,GUNKUL,9958,48086,2021-05-25,,
282,HANA,1225,3144,2021-05-25,,
288,HMPRO,1500,4893,2021-05-25,,
294,ICHI,24,12702,2021-05-25,,
300,INTUCH,22,774,2021-05-25,,
306,IRPC,11246,143517,2021-05-25,,
312,ITD,4846,30228,2021-05-25,,
318,IVL,1039,10939,2021-05-25,,
324,JAS,7,27287,2021-05-25,,
330,JMT,134,4650,2021-05-25,,
336,KBANK,1471,7348,2021-05-25,,
342,KCE,1098,3867,2021-05-25,,
348,KKP,43,1223,2021-05-25,,
354,KTB,678,27617,2021-05-25,,
360,KTC,1399,49720,2021-05-25,,
366,LH,1002,9580,2021-05-25,,
372,LPN,6,11892,2021-05-25,,
378,M,1026,4228,2021-05-25,,
384,MAJOR,100,6425,2021-05-25,,
390,MBK,0,5752,2021-05-25,,
396,MEGA,9,1847,2021-05-25,,
402,MINT,16,10002,2021-05-25,,
408,MTC,998,3890,2021-05-25,,
414,ORI,1613,17963,2021-05-25,,
420,OSP,1836,8578,2021-05-25,,
426,PLANB,0,19752,2021-05-25,,
432,PRM,500,32946,2021-05-25,,
438,PSH,611,2143,2021-05-25,,
444,PSL,639,24653,2021-05-25,,
450,PTG,833,21818,2021-05-25,,
456,PTT,299,16605,2021-05-25,,
462,PTTEP,239,642,2021-05-25,,
468,PTTGC,1093,3599,2021-05-25,,
474,QH,1145,27007,2021-05-25,,
480,RATCH,3,3336,2021-05-25,,
486,RS,308,89935,2021-05-25,,
492,S,1,39459,2021-05-25,,
498,SAMART,505,14444,2021-05-25,,
504,SAWAD,1170,5795,2021-05-25,,
510,SCB,186,2086,2021-05-25,,
516,SCC,3,2537,2021-05-25,,
522,SGP,3,584,2021-05-25,,
528,SIRI,84902,174580,2021-05-25,,
534,SPALI,4,1486,2021-05-25,,
540,SPCG,1150,4965,2021-05-25,,
546,SPRC,5,1639,2021-05-25,,
552,STA,561,16573,2021-05-25,,
558,STEC,1070,8595,2021-05-25,,
564,STPI,1016,8049,2021-05-25,,
570,SUPER,29,258963,2021-05-25,,
576,TASCO,22,8028,2021-05-25,,
582,TCAP,2,1777,2021-05-25,,
588,THAI,0,117,2021-05-25,,
594,THANI,1002,12429,2021-05-25,,
600,THCOM,3536,13614,2021-05-25,,
606,THG,0,0,2021-05-25,,
612,TISCO,230,1493,2021-05-25,,
618,TKN,48,8183,2021-05-25,,
624,TOA,629,2746,2021-05-25,,
630,TOP,231,1738,2021-05-25,,
636,TPIPL,6376,51363,2021-05-25,,
642,TPIPP,1003,8713,2021-05-25,,
648,TQM,26,1221,2021-05-25,,
654,TRUE,77,42587,2021-05-25,,
660,TTA,3776,27780,2021-05-25,,
666,TTB,2536,140351,2021-05-25,,
672,TTCL,0,3638,2021-05-25,,
678,TTW,1,5810,2021-05-25,,
684,TU,545,7318,2021-05-25,,
690,TVO,5,1259,2021-05-25,,
696,UNIQ,1015,15299,2021-05-25,,
702,VGI,503,24093,2021-05-25,,
708,VNG,3,2747,2021-05-25,,
714,VNT,0,1037,2021-05-25,,
720,WHA,2053,56216,2021-05-25,,
726,WHAUP,130,7153,2021-05-25,,
727,Single Stock,230783,2498577,2021-05-25,,
6,AAV,813,8906,2021-05-27,,
12,ADVANC,594,8254,2021-05-27,,
18,AEONTS,57,778,2021-05-27,,
24,AMATA,2345,13187,2021-05-27,,
30,AOT,1509,6287,2021-05-27,,
36,AP,0,4693,2021-05-27,,
42,BA,1,636,2021-05-27,,
48,BANPU,19149,34212,2021-05-27,,
54,BAY,0,1790,2021-05-27,,
60,BBL,264,8380,2021-05-27,,
66,BCH,1930,8167,2021-05-27,,
72,BCP,104,3632,2021-05-27,,
78,BCPG,518,3397,2021-05-27,,
84,BDMS,2030,11826,2021-05-27,,
90,BEAUTY,1538,45925,2021-05-27,,
96,BEC,2703,14241,2021-05-27,,
102,BEM,8010,64424,2021-05-27,,
108,BGRIM,3737,12421,2021-05-27,,
114,BH,83,1095,2021-05-27,,
120,BJC,548,4642,2021-05-27,,
126,BLA,2,338,2021-05-27,,
132,BLAND,4177,273999,2021-05-27,,
138,BPP,726,6141,2021-05-27,,
144,BTS,2835,68145,2021-05-27,,
150,CBG,4222,17310,2021-05-27,,
156,CENTEL,523,2578,2021-05-27,,
162,CHG,6054,24958,2021-05-27,,
168,CK,1601,12346,2021-05-27,,
174,CKP,213,14474,2021-05-27,,
180,COM7,549,3488,2021-05-27,,
186,CPALL,5028,8786,2021-05-27,,
192,CPF,1526,43396,2021-05-27,,
198,CPN,857,3149,2021-05-27,,
204,DELTA,64,808,2021-05-27,,
210,DTAC,1240,8093,2021-05-27,,
216,EA,1017,5733,2021-05-27,,
222,EASTW,500,8326,2021-05-27,,
228,EGCO,296,2226,2021-05-27,,
234,EPG,2010,7083,2021-05-27,,
240,ERW,1501,8486,2021-05-27,,
246,ESSO,35,8383,2021-05-27,,
252,GFPT,2,5557,2021-05-27,,
258,GLOBAL,223,6401,2021-05-27,,
264,GPSC,1565,8169,2021-05-27,,
270,GULF,933,8482,2021-05-27,,
276,GUNKUL,4115,50127,2021-05-27,,
282,HANA,1393,2199,2021-05-27,,
288,HMPRO,1436,4522,2021-05-27,,
294,ICHI,62,12760,2021-05-27,,
300,INTUCH,82,735,2021-05-27,,
306,IRPC,16256,136610,2021-05-27,,
312,ITD,2548,29225,2021-05-27,,
318,IVL,1290,11570,2021-05-27,,
324,JAS,5029,22300,2021-05-27,,
330,JMT,116,4544,2021-05-27,,
336,KBANK,4150,10735,2021-05-27,,
342,KCE,2453,3929,2021-05-27,,
348,KKP,70,1283,2021-05-27,,
354,KTB,853,27366,2021-05-27,,
360,KTC,2954,51028,2021-05-27,,
366,LH,542,9105,2021-05-27,,
372,LPN,17,11907,2021-05-27,,
378,M,610,3913,2021-05-27,,
384,MAJOR,754,7176,2021-05-27,,
390,MBK,800,5852,2021-05-27,,
396,MEGA,204,2051,2021-05-27,,
402,MINT,1090,9752,2021-05-27,,
408,MTC,603,3722,2021-05-27,,
414,ORI,1541,17464,2021-05-27,,
420,OSP,541,8779,2021-05-27,,
426,PLANB,800,20552,2021-05-27,,
432,PRM,523,33452,2021-05-27,,
438,PSH,195,2136,2021-05-27,,
444,PSL,1616,23658,2021-05-27,,
