index,Series,Vol,OI,TrdDate,Avg5,Avg10
651,TPIPP,506,12188,2020-12-16,,
657,TQM,40,554,2020-12-16,,
663,TRUE,7091,60148,2020-12-16,,
669,TTA,2832,6859,2020-12-16,,
675,TTCL,1002,5754,2020-12-16,,
681,TTW,0,2310,2020-12-16,,
687,TU,918,8961,2020-12-16,,
693,TVO,0,339,2020-12-16,,
699,UNIQ,617,1621,2020-12-16,,
705,VGI,11540,45619,2020-12-16,,
711,VNG,2,49,2020-12-16,,
717,VNT,402,1667,2020-12-16,,
723,WHA,32703,106908,2020-12-16,,
729,WHAUP,500,5091,2020-12-16,,
730,Single Stock,376612,2074163,2020-12-16,,
6,AAV,107,7336,2020-12-17,,
12,ADVANC,432,5851,2020-12-17,,
18,AEONTS,184,959,2020-12-17,,
24,AMATA,2020,2475,2020-12-17,,
30,AOT,541,5493,2020-12-17,,
36,AP,1000,1596,2020-12-17,,
42,BA,0,3168,2020-12-17,,
48,BANPU,7030,27185,2020-12-17,,
54,BAY,0,395,2020-12-17,,
60,BBL,32,2350,2020-12-17,,
66,BCH,2328,7843,2020-12-17,,
72,BCP,139,2195,2020-12-17,,
78,BCPG,1139,7899,2020-12-17,,
84,BDMS,2833,14949,2020-12-17,,
90,BEAUTY,2849,14651,2020-12-17,,
96,BEC,1070,25048,2020-12-17,,
102,BEM,575,25400,2020-12-17,,
108,BGRIM,1503,5809,2020-12-17,,
114,BH,437,1424,2020-12-17,,
120,BJC,351,3024,2020-12-17,,
126,BLA,213,1500,2020-12-17,,
132,BLAND,7437,251791,2020-12-17,,
138,BPP,147,2744,2020-12-17,,
144,BTS,632,58661,2020-12-17,,
150,CBG,2259,18924,2020-12-17,,
156,CENTEL,202,2070,2020-12-17,,
162,CHG,1501,18232,2020-12-17,,
168,CK,951,6288,2020-12-17,,
174,CKP,10197,8585,2020-12-17,,
180,COM7,104,8236,2020-12-17,,
186,CPALL,1523,12276,2020-12-17,,
192,CPF,2765,45485,2020-12-17,,
198,CPN,184,1872,2020-12-17,,
204,DELTA,349,1331,2020-12-17,,
210,DTAC,1405,2884,2020-12-17,,
216,EA,327,8550,2020-12-17,,
222,EASTW,200,4300,2020-12-17,,
228,EGCO,255,2981,2020-12-17,,
234,EPG,0,3125,2020-12-17,,
240,ERW,6,4495,2020-12-17,,
246,ESSO,7654,14140,2020-12-17,,
252,GFPT,602,4953,2020-12-17,,
258,GLOBAL,2870,6660,2020-12-17,,
264,GPSC,814,8456,2020-12-17,,
270,GULF,1556,26402,2020-12-17,,
276,GUNKUL,3524,37519,2020-12-17,,
282,HANA,114,916,2020-12-17,,
288,HMPRO,1822,4111,2020-12-17,,
294,ICHI,1557,14896,2020-12-17,,
300,INTUCH,527,1804,2020-12-17,,
306,IRPC,31172,60794,2020-12-17,,
312,ITD,1710,10925,2020-12-17,,
318,IVL,1889,15271,2020-12-17,,
324,JAS,7336,35285,2020-12-17,,
330,JMT,304,4213,2020-12-17,,
336,KBANK,495,8580,2020-12-17,,
342,KCE,1656,5113,2020-12-17,,
348,KKP,316,5174,2020-12-17,,
354,KTB,444,15523,2020-12-17,,
360,KTC,766,46396,2020-12-17,,
366,LH,2041,6390,2020-12-17,,
372,LPN,61,17311,2020-12-17,,
378,M,60,325,2020-12-17,,
384,MAJOR,201,1232,2020-12-17,,
390,MBK,1578,8925,2020-12-17,,
396,MEGA,100,499,2020-12-17,,
402,MINT,1041,26563,2020-12-17,,
408,MTC,1008,3042,2020-12-17,,
414,ORI,4,9864,2020-12-17,,
420,OSP,605,9770,2020-12-17,,
426,PLANB,1503,8777,2020-12-17,,
432,PRM,2529,25759,2020-12-17,,
438,PSH,161,1623,2020-12-17,,
444,PSL,2569,12356,2020-12-17,,
450,PTG,1949,8740,2020-12-17,,
456,PTT,1072,46653,2020-12-17,,
462,PTTEP,617,2191,2020-12-17,,
468,PTTGC,591,4004,2020-12-17,,
474,QH,3193,16656,2020-12-17,,
480,RATCH,100,1652,2020-12-17,,
483,ROBINS,0,145,2020-12-17,,
489,RS,266,74985,2020-12-17,,
495,S,0,11504,2020-12-17,,
501,SAMART,27,7869,2020-12-17,,
507,SAWAD,319,5368,2020-12-17,,
513,SCB,136,6712,2020-12-17,,
519,SCC,70,1166,2020-12-17,,
525,SGP,0,2020,2020-12-17,,
531,SIRI,7909,37224,2020-12-17,,
537,SPALI,0,1038,2020-12-17,,
543,SPCG,1020,8428,2020-12-17,,
549,SPRC,503,5614,2020-12-17,,
555,STA,321,7873,2020-12-17,,
561,STEC,1847,7304,2020-12-17,,
567,STPI,517,8189,2020-12-17,,
573,SUPER,49603,256838,2020-12-17,,
579,TASCO,244,9941,2020-12-17,,
585,TCAP,404,3770,2020-12-17,,
591,THAI,13,901,2020-12-17,,
597,THANI,4501,17301,2020-12-17,,
603,THCOM,13847,5981,2020-12-17,,
609,THG,0,0,2020-12-17,,
615,TISCO,126,1306,2020-12-17,,
621,TKN,1010,57019,2020-12-17,,
627,TMB,137348,136419,2020-12-17,,
633,TOA,102,3608,2020-12-17,,
639,TOP,109,2232,2020-12-17,,
645,TPIPL,8,1057,2020-12-17,,
651,TPIPP,1001,12189,2020-12-17,,
657,TQM,2,554,2020-12-17,,
663,TRUE,44477,78446,2020-12-17,,
669,TTA,965,6443,2020-12-17,,
675,TTCL,2501,6254,2020-12-17,,
681,TTW,322,2610,2020-12-17,,
687,TU,467,8876,2020-12-17,,
693,TVO,8,339,2020-12-17,,
699,UNIQ,502,1923,2020-12-17,,
705,VGI,5370,49989,2020-12-17,,
711,VNG,0,49,2020-12-17,,
717,VNT,6,1673,2020-12-17,,
723,WHA,21308,100578,2020-12-17,,
729,WHAUP,10,5101,2020-12-17,,
730,Single Stock,440527,2125679,2020-12-17,,
6,AAV,746,6820,2020-12-18,,
12,ADVANC,1343,6224,2020-12-18,,
18,AEONTS,1182,1015,2020-12-18,,
24,AMATA,2804,3477,2020-12-18,,
30,AOT,529,5800,2020-12-18,,
36,AP,15,1600,2020-12-18,,
42,BA,0,3168,2020-12-18,,
48,BANPU,14616,21715,2020-12-18,,
54,BAY,93,302,2020-12-18,,
60,BBL,1016,3233,2020-12-18,,
66,BCH,300,7743,2020-12-18,,
72,BCP,111,2304,2020-12-18,,
78,BCPG,1113,8108,2020-12-18,,
84,BDMS,2551,15078,2020-12-18,,
90,BEAUTY,6242,13648,2020-12-18,,
96,BEC,108,25145,2020-12-18,,
102,BEM,2559,25895,2020-12-18,,
108,BGRIM,319,5707,2020-12-18,,
114,BH,1030,1673,2020-12-18,,
120,BJC,179,2919,2020-12-18,,
126,BLA,200,1300,2020-12-18,,
132,BLAND,6363,250906,2020-12-18,,
138,BPP,101,2644,2020-12-18,,
144,BTS,3481,57332,2020-12-18,,
150,CBG,2284,19183,2020-12-18,,
156,CENTEL,104,1971,2020-12-18,,
162,CHG,1008,19224,2020-12-18,,
168,CK,217,6475,2020-12-18,,
174,CKP,1687,10011,2020-12-18,,
180,COM7,201,8235,2020-12-18,,
186,CPALL,2357,13180,2020-12-18,,
192,CPF,3492,44918,2020-12-18,,
198,CPN,313,1786,2020-12-18,,
204,DELTA,142,1259,2020-12-18,,
210,DTAC,645,3200,2020-12-18,,
216,EA,1033,8058,2020-12-18,,
222,EASTW,500,4200,2020-12-18,,
228,EGCO,422,2864,2020-12-18,,
234,EPG,500,3625,2020-12-18,,
240,ERW,1000,4495,2020-12-18,,
246,ESSO,1033,15136,2020-12-18,,
252,GFPT,101,5054,2020-12-18,,
258,GLOBAL,3511,6764,2020-12-18,,
264,GPSC,912,8025,2020-12-18,,
270,GULF,275,26413,2020-12-18,,
276,GUNKUL,3001,36519,2020-12-18,,
282,HANA,79,865,2020-12-18,,
288,HMPRO,700,3811,2020-12-18,,
294,ICHI,3522,14896,2020-12-18,,
300,INTUCH,243,1924,2020-12-18,,
306,IRPC,17224,57347,2020-12-18,,
312,ITD,1551,9991,2020-12-18,,
318,IVL,2554,15251,2020-12-18,,
324,JAS,4815,38903,2020-12-18,,
330,JMT,214,4227,2020-12-18,,
336,KBANK,1158,8803,2020-12-18,,
342,KCE,1203,4270,2020-12-18,,
348,KKP,528,5622,2020-12-18,,
354,KTB,1113,15828,2020-12-18,,
360,KTC,4120,48498,2020-12-18,,
366,LH,545,6131,2020-12-18,,
372,LPN,528,16832,2020-12-18,,
378,M,20,345,2020-12-18,,
384,MAJOR,101,1332,2020-12-18,,
390,MBK,1797,9550,2020-12-18,,
396,MEGA,0,499,2020-12-18,,
402,MINT,1832,27966,2020-12-18,,
408,MTC,1580,3362,2020-12-18,,
414,ORI,1030,9892,2020-12-18,,
420,OSP,364,9664,2020-12-18,,
426,PLANB,0,8777,2020-12-18,,
432,PRM,595,26314,2020-12-18,,
438,PSH,928,904,2020-12-18,,
444,PSL,2046,11371,2020-12-18,,
450,PTG,822,8754,2020-12-18,,
456,PTT,5708,47608,2020-12-18,,
462,PTTEP,644,1903,2020-12-18,,
468,PTTGC,607,3861,2020-12-18,,
474,QH,2234,15661,2020-12-18,,
480,RATCH,275,1693,2020-12-18,,
483,ROBINS,0,145,2020-12-18,,
489,RS,541,74816,2020-12-18,,
495,S,0,11504,2020-12-18,,
501,SAMART,1012,8880,2020-12-18,,
507,SAWAD,1796,5459,2020-12-18,,
513,SCB,123,6706,2020-12-18,,
519,SCC,195,1150,2020-12-18,,
525,SGP,1000,2020,2020-12-18,,
531,SIRI,7165,37667,2020-12-18,,
537,SPALI,0,1038,2020-12-18,,
543,SPCG,801,8629,2020-12-18,,
549,SPRC,27,5615,2020-12-18,,
555,STA,108,7774,2020-12-18,,
561,STEC,512,7204,2020-12-18,,
567,STPI,500,8689,2020-12-18,,
573,SUPER,44023,281840,2020-12-18,,
579,TASCO,411,10342,2020-12-18,,
585,TCAP,325,3455,2020-12-18,,
591,THAI,42,920,2020-12-18,,
597,THANI,5000,18801,2020-12-18,,
603,THCOM,2650,6475,2020-12-18,,
609,THG,0,0,2020-12-18,,
615,TISCO,101,1247,2020-12-18,,
621,TKN,512,56507,2020-12-18,,
627,TMB,33963,165844,2020-12-18,,
633,TOA,200,3408,2020-12-18,,
639,TOP,352,2156,2020-12-18,,
645,TPIPL,26,1081,2020-12-18,,
651,TPIPP,3504,9693,2020-12-18,,
657,TQM,162,636,2020-12-18,,
663,TRUE,34449,86044,2020-12-18,,
669,TTA,5738,9932,2020-12-18,,
675,TTCL,0,6254,2020-12-18,,
681,TTW,1212,1398,2020-12-18,,
687,TU,2251,9391,2020-12-18,,
693,TVO,411,732,2020-12-18,,
699,UNIQ,588,1623,2020-12-18,,
705,VGI,13575,58563,2020-12-18,,
711,VNG,12,38,2020-12-18,,
717,VNT,104,1777,2020-12-18,,
723,WHA,19385,89148,2020-12-18,,
729,WHAUP,27,5075,2020-12-18,,
730,Single Stock,315222,2186682,2020-12-18,,
6,AAV,5261,6887,2020-12-21,,
12,ADVANC,3101,4865,2020-12-21,,
18,AEONTS,563,1250,2020-12-21,,
24,AMATA,5038,2906,2020-12-21,,
30,AOT,2980,6259,2020-12-21,,
36,AP,23,1619,2020-12-21,,
42,BA,16,3167,2020-12-21,,
48,BANPU,23318,18386,2020-12-21,,
54,BAY,171,173,2020-12-21,,
60,BBL,441,3021,2020-12-21,,
66,BCH,1338,7088,2020-12-21,,
72,BCP,431,1926,2020-12-21,,
78,BCPG,2097,7050,2020-12-21,,
84,BDMS,3828,11919,2020-12-21,,
90,BEAUTY,4984,11237,2020-12-21,,
96,BEC,6670,19567,2020-12-21,,
102,BEM,17279,17818,2020-12-21,,
108,BGRIM,905,5201,2020-12-21,,
114,BH,776,1731,2020-12-21,,
120,BJC,977,2504,2020-12-21,,
126,BLA,314,997,2020-12-21,,
132,BLAND,10451,245483,2020-12-21,,
138,BPP,743,2123,2020-12-21,,
144,BTS,7056,54432,2020-12-21,,
150,CBG,4818,15536,2020-12-21,,
156,CENTEL,2164,2569,2020-12-21,,
162,CHG,2364,16872,2020-12-21,,
168,CK,3180,5513,2020-12-21,,
174,CKP,2781,8126,2020-12-21,,
180,COM7,1024,8025,2020-12-21,,
186,CPALL,5311,9477,2020-12-21,,
192,CPF,10356,41307,2020-12-21,,
198,CPN,1664,1028,2020-12-21,,
204,DELTA,387,1172,2020-12-21,,
210,DTAC,1864,2340,2020-12-21,,
216,EA,1819,7776,2020-12-21,,
222,EASTW,800,3400,2020-12-21,,
228,EGCO,1189,2296,2020-12-21,,
234,EPG,1032,4611,2020-12-21,,
240,ERW,7087,4473,2020-12-21,,
246,ESSO,6625,9558,2020-12-21,,
252,GFPT,1307,3861,2020-12-21,,
258,GLOBAL,3036,5160,2020-12-21,,
264,GPSC,3961,5011,2020-12-21,,
270,GULF,3999,24934,2020-12-21,,
276,GUNKUL,18806,23973,2020-12-21,,
282,HANA,213,864,2020-12-21,,
288,HMPRO,2037,2792,2020-12-21,,
294,ICHI,12391,7718,2020-12-21,,
300,INTUCH,1331,1557,2020-12-21,,
306,IRPC,36156,57250,2020-12-21,,
312,ITD,4646,5682,2020-12-21,,
318,IVL,7887,14190,2020-12-21,,
324,JAS,10264,34260,2020-12-21,,
330,JMT,907,4594,2020-12-21,,
336,KBANK,5478,5529,2020-12-21,,
342,KCE,983,3734,2020-12-21,,
348,KKP,2791,3398,2020-12-21,,
354,KTB,8905,17662,2020-12-21,,
360,KTC,1048,48106,2020-12-21,,
366,LH,2174,5018,2020-12-21,,
372,LPN,5583,14265,2020-12-21,,
378,M,236,189,2020-12-21,,
384,MAJOR,1037,1267,2020-12-21,,
390,MBK,2512,7838,2020-12-21,,
396,MEGA,104,595,2020-12-21,,
402,MINT,13941,23314,2020-12-21,,
408,MTC,1611,2486,2020-12-21,,
414,ORI,5186,7785,2020-12-21,,
420,OSP,2411,8123,2020-12-21,,
426,PLANB,1038,7803,2020-12-21,,
432,PRM,5024,24804,2020-12-21,,
438,PSH,151,832,2020-12-21,,
444,PSL,2627,9796,2020-12-21,,
450,PTG,1792,7850,2020-12-21,,
456,PTT,5272,47764,2020-12-21,,
462,PTTEP,1449,1602,2020-12-21,,
468,PTTGC,1115,3377,2020-12-21,,
474,QH,12471,19303,2020-12-21,,
480,RATCH,553,1222,2020-12-21,,
483,ROBINS,0,145,2020-12-21,,
489,RS,154,74762,2020-12-21,,
495,S,804,12300,2020-12-21,,
501,SAMART,525,8384,2020-12-21,,
507,SAWAD,1792,4968,2020-12-21,,
513,SCB,840,6451,2020-12-21,,
519,SCC,456,895,2020-12-21,,
525,SGP,1520,3500,2020-12-21,,
531,SIRI,29243,38959,2020-12-21,,
537,SPALI,830,1808,2020-12-21,,
543,SPCG,711,8526,2020-12-21,,
549,SPRC,6955,4474,2020-12-21,,
555,STA,3102,6983,2020-12-21,,
561,STEC,4275,3801,2020-12-21,,
567,STPI,557,9141,2020-12-21,,
573,SUPER,152555,235415,2020-12-21,,
579,TASCO,5426,5285,2020-12-21,,
585,TCAP,1360,2129,2020-12-21,,
591,THAI,199,821,2020-12-21,,
597,THANI,7300,14501,2020-12-21,,
603,THCOM,5177,6447,2020-12-21,,
609,THG,0,0,2020-12-21,,
615,TISCO,757,1320,2020-12-21,,
621,TKN,3908,58236,2020-12-21,,
627,TMB,82787,151466,2020-12-21,,
633,TOA,700,3108,2020-12-21,,
639,TOP,1786,2165,2020-12-21,,
645,TPIPL,775,535,2020-12-21,,
651,TPIPP,4554,7149,2020-12-21,,
657,TQM,364,458,2020-12-21,,
663,TRUE,67495,72046,2020-12-21,,
669,TTA,7391,8035,2020-12-21,,
675,TTCL,1504,6750,2020-12-21,,
681,TTW,185,1223,2020-12-21,,
687,TU,3352,8350,2020-12-21,,
693,TVO,129,811,2020-12-21,,
699,UNIQ,204,1419,2020-12-21,,
705,VGI,19822,55554,2020-12-21,,
711,VNG,31,7,2020-12-21,,
717,VNT,1101,676,2020-12-21,,
723,WHA,33296,74344,2020-12-21,,
729,WHAUP,2056,3068,2020-12-21,,
730,Single Stock,801637,1953611,2020-12-21,,
6,AAV,3547,7394,2020-12-22,,
12,ADVANC,1491,4920,2020-12-22,,
18,AEONTS,684,1171,2020-12-22,,
24,AMATA,448,2265,2020-12-22,,
30,AOT,1264,5499,2020-12-22,,
36,AP,6,1613,2020-12-22,,
42,BA,1000,3167,2020-12-22,,
48,BANPU,11199,20414,2020-12-22,,
54,BAY,0,173,2020-12-22,,
60,BBL,1137,3554,2020-12-22,,
66,BCH,7,7082,2020-12-22,,
72,BCP,412,1727,2020-12-22,,
78,BCPG,508,6745,2020-12-22,,
84,BDMS,4548,10944,2020-12-22,,
90,BEAUTY,14,11232,2020-12-22,,
96,BEC,7145,13589,2020-12-22,,
102,BEM,1136,16749,2020-12-22,,
108,BGRIM,537,5089,2020-12-22,,
114,BH,175,1421,2020-12-22,,
120,BJC,389,2305,2020-12-22,,
126,BLA,16,991,2020-12-22,,
132,BLAND,308093,239409,2020-12-22,,
138,BPP,2,2121,2020-12-22,,
144,BTS,12017,54942,2020-12-22,,
150,CBG,792,15343,2020-12-22,,
156,CENTEL,332,2102,2020-12-22,,
162,CHG,529,16358,2020-12-22,,
168,CK,917,4804,2020-12-22,,
174,CKP,174,8129,2020-12-22,,
180,COM7,400,8025,2020-12-22,,
186,CPALL,1828,10167,2020-12-22,,
192,CPF,10494,36382,2020-12-22,,
198,CPN,1267,1028,2020-12-22,,
204,DELTA,412,1378,2020-12-22,,
210,DTAC,518,1877,2020-12-22,,
216,EA,543,7641,2020-12-22,,
222,EASTW,300,3300,2020-12-22,,
228,EGCO,441,1941,2020-12-22,,
234,EPG,509,5103,2020-12-22,,
240,ERW,2502,2973,2020-12-22,,
246,ESSO,4770,4813,2020-12-22,,
252,GFPT,908,3662,2020-12-22,,
258,GLOBAL,705,5055,2020-12-22,,
264,GPSC,1616,4288,2020-12-22,,
270,GULF,15768,15276,2020-12-22,,
276,GUNKUL,1908,23149,2020-12-22,,
282,HANA,3,861,2020-12-22,,
288,HMPRO,912,1892,2020-12-22,,
294,ICHI,2262,7725,2020-12-22,,
300,INTUCH,249,1312,2020-12-22,,
306,IRPC,14564,55909,2020-12-22,,
312,ITD,1212,4501,2020-12-22,,
318,IVL,3887,13303,2020-12-22,,
324,JAS,24919,33835,2020-12-22,,
330,JMT,252,4391,2020-12-22,,
336,KBANK,3177,5902,2020-12-22,,
342,KCE,679,3800,2020-12-22,,
348,KKP,559,3009,2020-12-22,,
354,KTB,1877,15449,2020-12-22,,
360,KTC,1727,48233,2020-12-22,,
366,LH,7266,5580,2020-12-22,,
372,LPN,3591,13253,2020-12-22,,
378,M,27,208,2020-12-22,,
384,MAJOR,378,897,2020-12-22,,
390,MBK,727,7111,2020-12-22,,
396,MEGA,200,595,2020-12-22,,
402,MINT,2355,21785,2020-12-22,,
408,MTC,890,2440,2020-12-22,,
414,ORI,33,7767,2020-12-22,,
420,OSP,2577,8224,2020-12-22,,
426,PLANB,2510,6797,2020-12-22,,
432,PRM,1760,23554,2020-12-22,,
438,PSH,286,764,2020-12-22,,
444,PSL,2051,9815,2020-12-22,,
450,PTG,531,7733,2020-12-22,,
456,PTT,62751,12585,2020-12-22,,
462,PTTEP,858,1465,2020-12-22,,
468,PTTGC,1291,3034,2020-12-22,,
474,QH,3761,18761,2020-12-22,,
480,RATCH,49,1199,2020-12-22,,
483,ROBINS,20,125,2020-12-22,,
489,RS,205,74765,2020-12-22,,
495,S,0,12300,2020-12-22,,
501,SAMART,1002,8386,2020-12-22,,
507,SAWAD,1705,4481,2020-12-22,,
513,SCB,5694,1550,2020-12-22,,
519,SCC,114,794,2020-12-22,,
525,SGP,0,3500,2020-12-22,,
531,SIRI,7402,32955,2020-12-22,,
537,SPALI,108,1815,2020-12-22,,
543,SPCG,200,8326,2020-12-22,,
549,SPRC,1502,3024,2020-12-22,,
555,STA,1409,6879,2020-12-22,,
561,STEC,718,3308,2020-12-22,,
567,STPI,5015,9130,2020-12-22,,
573,SUPER,47233,208875,2020-12-22,,
579,TASCO,171,5322,2020-12-22,,
585,TCAP,216,1964,2020-12-22,,
591,THAI,1,821,2020-12-22,,
597,THANI,1000,13501,2020-12-22,,
603,THCOM,2776,6091,2020-12-22,,
609,THG,0,0,2020-12-22,,
615,TISCO,455,1310,2020-12-22,,
621,TKN,97079,58164,2020-12-22,,
627,TMB,55310,121026,2020-12-22,,
633,TOA,700,2708,2020-12-22,,
639,TOP,681,1459,2020-12-22,,
645,TPIPL,132,405,2020-12-22,,
651,TPIPP,3515,4134,2020-12-22,,
657,TQM,1,458,2020-12-22,,
663,TRUE,15930,65111,2020-12-22,,
669,TTA,3636,5566,2020-12-22,,
675,TTCL,50,6700,2020-12-22,,
681,TTW,1,1223,2020-12-22,,
687,TU,1242,7840,2020-12-22,,
693,TVO,703,914,2020-12-22,,
699,UNIQ,0,1419,2020-12-22,,
705,VGI,8569,54053,2020-12-22,,
711,VNG,0,7,2020-12-22,,
717,VNT,501,977,2020-12-22,,
723,WHA,31808,49140,2020-12-22,,
729,WHAUP,12,3060,2020-12-22,,
730,Single Stock,850395,1754585,2020-12-22,,
6,AAV,2854,6866,2020-12-23,,
12,ADVANC,1141,5084,2020-12-23,,
18,AEONTS,316,1206,2020-12-23,,
24,AMATA,411,2373,2020-12-23,,
30,AOT,1799,5258,2020-12-23,,
36,AP,4,1610,2020-12-23,,
42,BA,600,2567,2020-12-23,,
48,BANPU,12506,25723,2020-12-23,,
54,BAY,0,173,2020-12-23,,
60,BBL,469,3636,2020-12-23,,
66,BCH,1701,7111,2020-12-23,,
72,BCP,5,1727,2020-12-23,,
78,BCPG,708,6452,2020-12-23,,
84,BDMS,921,10592,2020-12-23,,
90,BEAUTY,3060,8176,2020-12-23,,
96,BEC,8580,7294,2020-12-23,,
102,BEM,2537,14744,2020-12-23,,
108,BGRIM,110,5183,2020-12-23,,
114,BH,244,1473,2020-12-23,,
120,BJC,696,1749,2020-12-23,,
126,BLA,112,883,2020-12-23,,
132,BLAND,5250,235571,2020-12-23,,
138,BPP,10,2131,2020-12-23,,
144,BTS,51915,55857,2020-12-23,,
150,CBG,3703,15350,2020-12-23,,
156,CENTEL,1044,2200,2020-12-23,,
162,CHG,3010,14368,2020-12-23,,
168,CK,1222,4806,2020-12-23,,
174,CKP,2037,6872,2020-12-23,,
180,COM7,612,7916,2020-12-23,,
186,CPALL,1297,10657,2020-12-23,,
192,CPF,9121,37447,2020-12-23,,
198,CPN,1104,1242,2020-12-23,,
204,DELTA,862,1350,2020-12-23,,
210,DTAC,962,1994,2020-12-23,,
216,EA,507,7537,2020-12-23,,
222,EASTW,100,3200,2020-12-23,,
228,EGCO,338,2041,2020-12-23,,
234,EPG,506,4597,2020-12-23,,
240,ERW,8,2973,2020-12-23,,
246,ESSO,8,4819,2020-12-23,,
252,GFPT,846,4049,2020-12-23,,
258,GLOBAL,1004,5155,2020-12-23,,
264,GPSC,666,4039,2020-12-23,,
270,GULF,923,14878,2020-12-23,,
276,GUNKUL,3022,23133,2020-12-23,,
282,HANA,403,1062,2020-12-23,,
288,HMPRO,506,1998,2020-12-23,,
294,ICHI,4525,8735,2020-12-23,,
300,INTUCH,187,1254,2020-12-23,,
306,IRPC,23292,39089,2020-12-23,,
312,ITD,7,4500,2020-12-23,,
318,IVL,2418,13107,2020-12-23,,
324,JAS,5335,33647,2020-12-23,,
330,JMT,956,4604,2020-12-23,,
336,KBANK,1693,6438,2020-12-23,,
342,KCE,931,3773,2020-12-23,,
348,KKP,556,2966,2020-12-23,,
354,KTB,833,15260,2020-12-23,,
360,KTC,1136,48451,2020-12-23,,
366,LH,1629,4793,2020-12-23,,
372,LPN,11523,12735,2020-12-23,,
378,M,35,240,2020-12-23,,
384,MAJOR,455,1146,2020-12-23,,
390,MBK,906,7017,2020-12-23,,
396,MEGA,436,631,2020-12-23,,
402,MINT,3092,21728,2020-12-23,,
408,MTC,1259,2195,2020-12-23,,
414,ORI,2000,9767,2020-12-23,,
420,OSP,1123,7518,2020-12-23,,
426,PLANB,1000,6297,2020-12-23,,
432,PRM,5630,25093,2020-12-23,,
438,PSH,67,829,2020-12-23,,
444,PSL,4061,10808,2020-12-23,,
450,PTG,541,7461,2020-12-23,,
456,PTT,5314,11707,2020-12-23,,
462,PTTEP,474,1274,2020-12-23,,
468,PTTGC,1265,3671,2020-12-23,,
474,QH,1409,17471,2020-12-23,,
480,RATCH,265,1139,2020-12-23,,
483,ROBINS,0,125,2020-12-23,,
489,RS,7,74772,2020-12-23,,
495,S,0,12300,2020-12-23,,
501,SAMART,14,8377,2020-12-23,,
507,SAWAD,1044,4641,2020-12-23,,
513,SCB,580,1516,2020-12-23,,
519,SCC,255,854,2020-12-23,,
525,SGP,0,3500,2020-12-23,,
531,SIRI,6384,31143,2020-12-23,,
537,SPALI,204,2017,2020-12-23,,
543,SPCG,200,8126,2020-12-23,,
549,SPRC,1003,2026,2020-12-23,,
555,STA,2774,7056,2020-12-23,,
561,STEC,909,3409,2020-12-23,,
567,STPI,5000,9130,2020-12-23,,
573,SUPER,20827,211648,2020-12-23,,
579,TASCO,3028,4900,2020-12-23,,
585,TCAP,485,1879,2020-12-23,,
591,THAI,11,827,2020-12-23,,
597,THANI,4000,11501,2020-12-23,,
603,THCOM,2108,7106,2020-12-23,,
609,THG,0,0,2020-12-23,,
615,TISCO,194,1336,2020-12-23,,
621,TKN,505,57664,2020-12-23,,
627,TMB,28574,128737,2020-12-23,,
633,TOA,100,2608,2020-12-23,,
639,TOP,498,1184,2020-12-23,,
645,TPIPL,57,422,2020-12-23,,
651,TPIPP,3020,4134,2020-12-23,,
657,TQM,44,437,2020-12-23,,
663,TRUE,15061,66604,2020-12-23,,
669,TTA,1577,7066,2020-12-23,,
675,TTCL,0,6700,2020-12-23,,
681,TTW,0,1223,2020-12-23,,
687,TU,2342,7815,2020-12-23,,
693,TVO,329,821,2020-12-23,,
699,UNIQ,1000,1419,2020-12-23,,
705,VGI,11327,54264,2020-12-23,,
711,VNG,0,7,2020-12-23,,
717,VNT,505,882,2020-12-23,,
723,WHA,15282,59414,2020-12-23,,
729,WHAUP,1,3061,2020-12-23,,
730,Single Stock,343362,1745117,2020-12-23,,
6,AAV,1931,7338,2020-12-24,,
12,ADVANC,1136,5461,2020-12-24,,
18,AEONTS,576,1482,2020-12-24,,
24,AMATA,529,2404,2020-12-24,,
30,AOT,3608,5438,2020-12-24,,
36,AP,1,1610,2020-12-24,,
42,BA,2,2567,2020-12-24,,
48,BANPU,11671,23926,2020-12-24,,
54,BAY,1,173,2020-12-24,,
60,BBL,420,3664,2020-12-24,,
66,BCH,832,7641,2020-12-24,,
72,BCP,154,1866,2020-12-24,,
78,BCPG,510,6342,2020-12-24,,
84,BDMS,575,10956,2020-12-24,,
90,BEAUTY,3137,8080,2020-12-24,,
96,BEC,4,7298,2020-12-24,,
102,BEM,3585,16783,2020-12-24,,
108,BGRIM,407,4982,2020-12-24,,
114,BH,21,1488,2020-12-24,,
120,BJC,897,1433,2020-12-24,,
126,BLA,718,883,2020-12-24,,
132,BLAND,35064,234558,2020-12-24,,
138,BPP,0,2131,2020-12-24,,
144,BTS,3735,56041,2020-12-24,,
150,CBG,1473,15110,2020-12-24,,
156,CENTEL,2347,2075,2020-12-24,,
162,CHG,1,14369,2020-12-24,,
168,CK,2216,4208,2020-12-24,,
174,CKP,530,7370,2020-12-24,,
180,COM7,800,8116,2020-12-24,,
186,CPALL,882,10928,2020-12-24,,
192,CPF,2610,36538,2020-12-24,,
198,CPN,1458,1105,2020-12-24,,
204,DELTA,1674,1084,2020-12-24,,
210,DTAC,528,2191,2020-12-24,,
216,EA,374,7565,2020-12-24,,
222,EASTW,0,3200,2020-12-24,,
228,EGCO,487,2091,2020-12-24,,
234,EPG,1505,4102,2020-12-24,,
240,ERW,570,2953,2020-12-24,,
